Area,O_BetweenStreet1,O_BetweenStreet2,DewPointC,DurationSeconds,FeelsLikeC,Hourly_Counts,Sensor_Id,Sensor_Name,Side Of Street,StreetId,StreetName,Time,WindChillC,WindGustKmph,cloudcover,humidity,moon_illumination,pressure,tempC,winddirDegree,windspeedKmph,Vehicle Present
0,0.0,0.0,13,4603,17,0.0,0,0.0,3,926,3,0,17,26,0,74,55,1018,17,133,16,1
6,32.0,29.0,9,391,20,470.0,18,3.0,4,528,1,11,20,21,14,49,13,1014,20,212,18,1
2,0.0,0.0,11,5015,27,0.0,0,0.0,3,926,3,0,28,21,1,34,12,1019,28,151,11,0
3,0.0,0.0,13,147,19,0.0,0,0.0,3,669,0,0,19,25,0,68,55,1018,19,138,15,0
0,0.0,0.0,17,5209,20,0.0,0,0.0,3,926,3,0,20,19,5,83,26,1019,20,193,12,1
2,0.0,0.0,15,5994,17,0.0,0,0.0,3,926,3,0,17,15,78,88,34,1021,17,194,10,0
0,0.0,0.0,16,292,19,0.0,0,0.0,3,926,3,0,19,24,64,79,48,1016,19,178,16,0
20,38.0,21.0,15,125,19,1122.0,21,0.0,3,123,0,14,19,16,36,79,11,1022,19,120,11,0
1,0.0,0.0,15,204,26,0.0,0,0.0,4,907,1,0,25,18,3,55,26,1018,25,190,15,0
1,0.0,0.0,12,434,26,0.0,0,0.0,3,907,1,0,26,16,3,42,26,1018,26,191,14,0
3,22.0,40.0,15,3667,28,629.0,40,9.0,3,894,4,9,28,31,4,47,74,1017,27,0,19,1
24,13.0,35.0,11,114,14,201.0,17,4.0,3,528,1,22,14,18,45,81,6,1019,14,186,11,0
0,15.0,13.0,-1,69,5,454.0,36,11.0,1,1171,6,18,5,31,0,52,55,1021,8,18,16,1
3,0.0,0.0,13,3572,28,0.0,0,0.0,4,911,2,0,27,11,4,41,12,1021,27,46,8,1
8,22.0,40.0,9,27000,11,214.0,21,0.0,4,123,0,0,11,8,16,92,19,1025,10,185,4,0
9,34.0,10.0,8,1075,19,1175.0,30,8.0,3,894,4,13,19,43,18,48,45,1002,19,320,28,1
15,13.0,35.0,12,1435,25,928.0,30,8.0,1,894,4,18,24,11,6,47,63,1007,23,9,5,0
6,8.0,39.0,7,242,18,2314.0,1,1.0,3,123,0,11,18,47,10,50,45,1004,18,235,31,0
23,28.0,28.0,6,246,12,1135.0,36,11.0,5,1171,6,13,12,29,74,58,69,1013,14,300,21,0
3,0.0,0.0,12,3255,25,0.0,0,0.0,3,669,0,0,22,25,0,53,55,1017,22,151,16,1
6,31.0,8.0,8,3006,10,114.0,2,2.0,3,123,0,7,10,9,43,81,33,1025,11,227,7,0
26,40.0,16.0,15,45000,25,60.0,36,11.0,5,1171,6,6,22,44,4,62,0,1007,22,11,24,0
6,17.0,11.0,14,6000,16,241.0,1,1.0,1,123,0,8,16,9,63,88,3,1024,16,316,5,0
8,22.0,40.0,8,64,18,336.0,21,0.0,4,123,0,8,18,25,9,50,76,1024,18,5,17,1
15,13.0,35.0,8,3975,13,252.0,40,9.0,1,894,4,16,13,30,51,68,100,1012,14,199,24,1
3,0.0,0.0,12,1548,23,0.0,0,0.0,3,669,0,0,23,7,0,49,19,1021,21,14,4,0
2,0.0,0.0,15,9470,20,0.0,0,0.0,4,926,3,0,20,3,35,77,41,1018,19,145,2,1
15,13.0,35.0,6,11411,14,1097.0,30,8.0,1,894,4,13,14,2,6,61,68,1027,13,201,2,0
0,0.0,0.0,14,8171,26,0.0,0,0.0,4,926,3,0,25,5,0,52,26,1019,22,180,5,1
1,0.0,0.0,12,705,29,0.0,0,0.0,4,907,1,0,30,14,2,32,12,1019,30,147,8,0
6,38.0,1.0,7,1311,8,77.0,17,4.0,3,528,1,23,8,10,18,94,65,1019,8,117,5,1
1,0.0,0.0,16,27,20,0.0,0,0.0,4,907,1,0,20,15,97,80,34,1022,20,186,12,0
0,0.0,0.0,15,3227,17,0.0,0,0.0,4,926,3,0,17,19,60,87,48,1016,17,167,13,1
15,13.0,35.0,15,485,19,1013.0,30,8.0,1,894,4,14,19,16,36,79,11,1022,19,120,11,1
2,0.0,0.0,17,310,19,0.0,0,0.0,4,926,3,0,19,21,95,92,26,1021,19,185,15,0
3,0.0,0.0,16,2702,25,0.0,0,0.0,4,911,2,0,23,23,1,63,34,1019,23,145,14,1
2,0.0,0.0,18,7,19,0.0,0,0.0,3,926,3,0,19,22,68,90,26,1020,19,190,14,0
1,0.0,0.0,14,253,29,0.0,0,0.0,4,907,1,0,29,6,4,38,12,1021,29,87,5,0
3,29.0,24.0,10,15,18,579.0,23,13.0,5,1285,7,14,18,6,0,58,79,1022,16,206,5,0
0,0.0,0.0,14,750,16,0.0,0,0.0,3,926,3,0,16,20,73,87,55,1017,16,146,14,1
9,34.0,10.0,10,387,17,524.0,40,9.0,1,894,4,18,17,8,10,62,0,1009,16,355,4,0
1,0.0,0.0,12,914,23,0.0,0,0.0,3,907,1,0,23,7,0,49,19,1021,21,14,4,1
2,0.0,0.0,18,4538,19,0.0,0,0.0,4,926,3,0,19,23,100,94,26,1021,19,188,15,1
6,17.0,11.0,12,2838,16,1077.0,21,0.0,4,123,0,21,16,18,81,76,48,1010,16,224,13,0
3,0.0,0.0,16,849,17,0.0,0,0.0,4,911,2,0,17,9,42,95,48,1014,17,189,6,0
2,0.0,0.0,16,2776,21,0.0,0,0.0,3,926,3,0,21,25,54,73,48,1015,21,181,18,0
2,0.0,0.0,17,5040,18,0.0,0,0.0,3,926,3,0,18,12,80,92,48,1015,18,162,8,0
3,0.0,0.0,17,166,24,0.0,0,0.0,3,669,0,0,22,16,53,70,34,1021,22,175,13,0
15,13.0,35.0,8,302,10,790.0,30,8.0,1,894,4,16,10,25,53,78,0,1013,11,285,16,1
6,31.0,8.0,7,2271,10,2459.0,2,2.0,3,123,0,17,10,20,69,73,25,1021,12,311,11,0
3,22.0,40.0,0,7976,1,25.0,30,8.0,1,894,4,5,1,44,53,70,100,1007,6,283,28,0
28,13.0,35.0,8,1605,10,888.0,1,1.0,3,123,0,9,10,27,41,78,30,1008,12,257,18,0
3,29.0,24.0,7,669,8,628.0,24,12.0,5,1285,7,21,8,13,16,89,80,1025,9,134,6,1
16,19.0,3.0,7,15132,8,277.0,10,15.0,4,1381,9,18,8,15,61,85,46,1036,9,221,7,0
6,11.0,29.0,4,7246,9,2475.0,2,2.0,1,123,0,12,9,25,37,61,29,1023,12,230,19,1
6,38.0,1.0,6,147,12,1476.0,18,3.0,4,528,1,17,12,6,64,66,18,1026,12,267,4,0
2,0.0,0.0,12,127,25,0.0,0,0.0,4,926,3,0,24,20,1,46,55,1016,24,161,16,1
2,0.0,0.0,11,8300,20,0.0,0,0.0,4,926,3,0,20,16,0,57,12,1021,19,104,8,0
0,34.0,10.0,10,35,26,245.0,17,4.0,3,528,1,10,26,5,8,39,31,1009,25,300,5,0
3,0.0,0.0,9,517,27,0.0,0,0.0,3,669,0,0,29,23,0,29,19,1018,29,178,15,0
3,0.0,0.0,15,5521,27,0.0,0,0.0,4,911,2,0,26,19,6,51,41,1013,26,186,14,0
21,41.0,32.0,10,135,21,605.0,40,9.0,3,894,4,14,21,31,20,52,7,1006,21,351,18,1
23,23.0,27.0,14,1614,25,593.0,36,11.0,1,1171,6,15,24,7,8,55,14,1016,23,174,5,0
0,15.0,13.0,7,487,10,937.0,36,11.0,1,1171,6,12,10,19,69,74,34,1021,11,260,13,0
9,34.0,10.0,5,498,12,842.0,40,9.0,1,894,4,13,12,25,17,55,71,1021,14,121,20,1
1,0.0,0.0,16,235,22,0.0,0,0.0,4,907,1,0,22,13,64,73,48,1015,22,184,11,0
20,38.0,21.0,5,3475,10,2738.0,2,2.0,3,123,0,12,10,51,5,56,36,1008,13,5,41,1
0,0.0,0.0,15,42,26,0.0,0,0.0,3,926,3,0,25,4,22,54,41,1017,25,188,3,0
0,14.0,14.0,14,363,29,529.0,36,11.0,2,1171,6,16,29,18,7,40,56,1013,29,169,10,1
16,22.0,19.0,7,14168,16,62.0,10,15.0,3,1381,9,12,16,28,58,55,86,1009,16,237,23,0
6,31.0,8.0,4,299,14,1121.0,21,0.0,1,123,0,16,14,9,13,53,37,1016,13,153,6,1
6,32.0,17.0,4,188,12,2675.0,2,2.0,4,123,0,12,12,15,68,56,22,1020,13,286,12,1
2,0.0,0.0,16,20621,26,0.0,0,0.0,4,926,3,0,25,21,12,58,34,1019,25,169,15,1
3,0.0,0.0,16,4161,25,0.0,0,0.0,4,911,2,0,22,23,0,67,34,1019,22,133,14,1
1,0.0,0.0,11,1689,25,0.0,0,0.0,4,907,1,0,25,23,0,43,12,1020,25,138,11,0
0,0.0,0.0,16,6562,18,0.0,0,0.0,3,926,3,0,18,17,82,89,34,1021,18,194,12,0
3,0.0,0.0,12,3765,23,0.0,0,0.0,4,911,2,0,23,7,0,49,19,1021,21,14,4,1
6,2.0,18.0,8,4419,9,709.0,2,2.0,4,123,0,22,9,18,61,87,62,1020,10,328,10,1
6,31.0,8.0,5,3280,16,3765.0,2,2.0,1,123,0,13,16,6,1,48,37,1016,15,214,5,1
2,0.0,0.0,15,393,25,0.0,0,0.0,4,926,3,0,24,1,27,56,41,1018,24,183,1,0
3,0.0,0.0,11,496,22,0.0,0,0.0,4,911,2,0,22,18,0,52,12,1021,21,116,9,0
28,36.0,12.0,14,1483,16,1302.0,2,2.0,4,123,0,10,16,34,86,89,18,1021,16,22,21,1
6,5.0,11.0,9,1034,13,468.0,21,0.0,3,123,0,10,13,22,88,70,0,1016,14,268,16,0
28,13.0,35.0,7,334,7,134.0,2,2.0,3,123,0,22,7,28,54,85,11,1026,9,355,16,0
6,20.0,29.0,7,17645,8,33.0,53,5.0,3,528,1,0,8,17,58,86,84,1022,9,157,12,0
3,0.0,0.0,12,2037,24,0.0,0,0.0,4,911,2,0,23,16,4,50,12,1022,23,7,10,1
2,39.0,33.0,6,17640,10,661.0,53,5.0,3,528,1,17,10,14,4,74,58,1027,10,157,8,1
3,0.0,0.0,17,7803,24,0.0,0,0.0,4,911,2,0,23,15,49,69,48,1014,23,187,12,0
3,0.0,0.0,12,893,25,0.0,0,0.0,4,911,2,0,25,23,1,45,55,1016,25,160,18,1
17,41.0,32.0,14,263,29,1958.0,2,2.0,4,123,0,11,29,22,6,39,74,1016,29,3,13,1
0,0.0,0.0,14,730,29,0.0,0,0.0,3,926,3,0,29,6,4,38,12,1021,29,87,5,1
17,41.0,32.0,17,1190,22,26.0,1,1.0,3,123,0,5,22,45,75,74,86,1005,22,2,24,1
19,10.0,7.0,7,2760,7,176.0,29,14.0,5,1294,8,20,7,28,62,84,11,1026,9,356,16,0
1,29.0,24.0,6,2753,8,567.0,52,6.0,5,627,2,9,8,20,17,74,100,1021,10,269,15,1
11,39.0,33.0,10,91,21,706.0,30,8.0,3,894,4,12,21,12,0,49,79,1017,21,192,10,1
1,0.0,0.0,16,359,25,0.0,0,0.0,4,907,1,0,23,23,1,63,34,1019,23,145,14,1
12,28.0,28.0,6,48,11,289.0,23,13.0,5,1285,7,13,11,17,78,62,25,1022,13,293,13,0
2,0.0,0.0,11,391,27,0.0,0,0.0,4,926,3,0,28,21,1,34,12,1019,28,151,11,0
15,36.0,12.0,6,2570,15,546.0,40,9.0,4,894,4,10,15,8,0,53,87,1025,15,344,7,1
3,0.0,0.0,14,496,29,0.0,0,0.0,3,669,0,0,29,6,4,38,12,1021,29,87,5,0
6,31.0,8.0,12,19,21,2471.0,2,2.0,1,123,0,19,21,18,8,58,24,1012,20,185,11,0
0,34.0,10.0,7,73,8,276.0,53,5.0,4,528,1,21,8,24,50,82,0,1020,10,335,13,1
6,31.0,8.0,1,91,4,222.0,2,2.0,1,123,0,7,4,26,53,68,71,1025,7,13,16,1
2,0.0,0.0,15,27000,17,0.0,0,0.0,4,926,3,0,17,14,7,90,41,1019,16,118,7,0
0,0.0,0.0,16,453,25,0.0,0,0.0,4,926,3,0,23,22,48,66,48,1014,23,184,18,0
2,0.0,0.0,11,318,19,0.0,0,0.0,3,926,3,0,19,18,3,62,12,1022,19,11,9,0
28,13.0,35.0,5,4658,9,749.0,2,2.0,3,123,0,9,9,47,14,61,33,998,12,281,35,1
11,39.0,33.0,5,2248,15,361.0,40,9.0,3,894,4,15,15,49,31,50,77,1005,15,359,32,1
15,13.0,35.0,12,3287,13,109.0,40,9.0,1,894,4,23,13,25,100,88,86,1008,14,190,17,1
0,0.0,0.0,11,98,19,0.0,0,0.0,3,926,3,0,19,18,3,62,12,1022,19,11,9,1
3,0.0,0.0,12,336,21,0.0,0,0.0,4,911,2,0,21,24,0,57,55,1017,21,148,15,1
9,29.0,24.0,11,793,14,237.0,36,11.0,5,1171,6,7,14,15,3,78,33,1028,14,22,9,0
9,34.0,10.0,13,65,25,794.0,30,8.0,1,894,4,18,24,17,3,53,86,1016,23,152,8,1
1,0.0,0.0,11,6408,20,0.0,0,0.0,3,907,1,0,20,7,0,57,19,1021,18,30,4,1
3,0.0,0.0,13,26264,19,0.0,0,0.0,4,911,2,0,19,17,30,70,55,1017,19,149,13,0
3,0.0,0.0,13,5,30,0.0,0,0.0,4,669,0,0,31,8,3,34,12,1020,30,138,5,0
2,0.0,0.0,16,471,22,0.0,0,0.0,4,926,3,0,22,13,64,73,48,1015,22,184,11,0
2,0.0,0.0,16,3661,20,0.0,0,0.0,3,926,3,0,20,12,79,78,48,1015,20,181,9,0
2,0.0,0.0,12,5578,29,0.0,0,0.0,3,926,3,0,30,14,2,32,12,1019,30,147,8,0
0,0.0,0.0,13,159,19,0.0,0,0.0,3,926,3,0,19,10,0,69,19,1019,17,186,5,0
1,0.0,0.0,14,683,29,0.0,0,0.0,3,907,1,0,29,6,4,38,12,1021,29,87,5,0
2,0.0,0.0,13,18721,18,0.0,0,0.0,4,926,3,0,18,8,0,72,26,1019,17,224,4,0
0,0.0,0.0,10,939,26,0.0,0,0.0,4,926,3,0,27,22,0,35,19,1018,27,174,13,0
23,23.0,27.0,21,3383,26,546.0,36,11.0,5,1171,6,15,24,29,100,82,62,1006,24,341,16,0
3,0.0,0.0,12,3738,29,0.0,0,0.0,4,911,2,0,30,14,2,32,12,1019,30,147,8,1
6,18.0,30.0,5,83,12,59.0,18,3.0,3,528,1,19,12,39,21,54,77,1007,14,341,21,0
6,27.0,15.0,7,425,9,16.0,11,16.0,2,1398,10,10,9,31,88,75,83,1027,11,197,21,1
2,0.0,0.0,15,23910,17,0.0,0,0.0,4,926,3,0,17,14,7,90,41,1019,16,118,7,0
3,0.0,0.0,16,3810,22,0.0,0,0.0,4,669,0,0,22,13,64,73,48,1015,22,184,11,1
0,0.0,0.0,15,2546,17,0.0,0,0.0,3,926,3,0,17,19,60,87,48,1016,17,167,13,0
3,0.0,0.0,14,286,26,0.0,0,0.0,4,911,2,0,25,5,0,52,26,1019,22,180,5,0
14,34.0,10.0,7,55,11,1154.0,1,1.0,3,123,0,19,11,20,56,69,58,1018,12,34,10,0
2,0.0,0.0,11,4186,24,0.0,0,0.0,4,926,3,0,23,21,0,47,12,1020,23,127,10,1
6,27.0,15.0,14,1023,23,65.0,11,16.0,5,1398,10,9,23,5,0,58,31,1023,21,171,4,1
2,0.0,0.0,13,961,22,0.0,0,0.0,4,926,3,0,22,16,6,57,55,1017,22,155,14,1
3,22.0,40.0,12,632,12,58.0,40,9.0,3,894,4,1,12,26,100,90,93,1006,14,189,18,1
2,39.0,33.0,6,599,15,1560.0,53,5.0,3,528,1,13,15,28,46,54,55,1018,15,347,20,1
15,36.0,12.0,13,5530,16,152.0,40,9.0,1,894,4,20,16,15,51,79,55,1009,16,186,11,1
8,22.0,40.0,11,70,16,782.0,1,1.0,4,123,0,8,16,18,77,70,0,1024,16,192,15,1
0,0.0,0.0,17,100,18,0.0,0,0.0,3,926,3,0,18,21,91,91,34,1021,18,187,14,1
0,0.0,0.0,11,1352,19,0.0,0,0.0,3,926,3,0,19,18,3,62,12,1022,19,11,9,0
2,0.0,0.0,16,1923,20,0.0,0,0.0,4,926,3,0,20,12,79,78,48,1015,20,181,9,0
3,0.0,0.0,14,567,26,0.0,0,0.0,4,911,2,0,25,5,0,52,26,1019,22,180,5,1
8,22.0,40.0,12,57,20,803.0,1,1.0,3,123,0,20,20,19,6,59,5,1021,20,113,9,0
23,23.0,27.0,7,112,11,189.0,36,11.0,1,1171,6,13,11,24,69,68,0,1012,13,301,18,0
2,39.0,33.0,8,300,16,695.0,17,4.0,3,528,1,15,16,14,100,59,50,1019,16,83,9,1
6,20.0,29.0,8,639,11,776.0,17,4.0,3,528,1,11,11,22,69,75,69,1008,12,327,16,1
28,13.0,35.0,9,3437,12,118.0,2,2.0,3,123,0,6,12,1,12,85,54,1027,11,214,1,1
0,0.0,0.0,13,2115,22,0.0,0,0.0,4,926,3,0,22,16,6,57,55,1017,22,155,14,1
3,22.0,40.0,8,2734,10,314.0,40,9.0,3,894,4,10,10,11,67,78,46,1037,11,236,9,0
16,22.0,19.0,7,10690,18,104.0,10,15.0,3,1381,9,12,18,18,52,48,63,1016,18,216,15,1
3,0.0,0.0,12,79,24,0.0,0,0.0,4,669,0,0,23,16,4,50,12,1022,23,7,10,1
15,13.0,35.0,12,26494,14,48.0,40,9.0,1,894,4,0,14,14,78,84,0,1018,14,192,9,0
26,40.0,16.0,2,17563,4,64.0,36,11.0,1,1171,6,6,4,12,30,76,73,1018,5,35,6,0
24,13.0,35.0,10,2942,14,336.0,17,4.0,3,528,1,14,14,13,92,77,76,1022,14,310,8,1
3,0.0,0.0,17,11124,19,0.0,0,0.0,3,669,0,0,19,20,92,92,34,1021,18,184,14,0
6,18.0,41.0,8,122,17,1228.0,21,0.0,3,123,0,16,17,13,58,56,63,1016,17,188,10,0
2,0.0,0.0,16,197,26,0.0,0,0.0,3,926,3,0,24,23,2,59,34,1019,24,157,15,1
6,9.0,26.0,6,4084,8,51.0,11,16.0,5,1398,10,18,8,17,10,80,98,1016,9,338,9,1
1,0.0,0.0,12,27000,19,0.0,0,0.0,4,907,1,0,19,8,0,64,19,1020,17,72,4,1
3,0.0,0.0,12,101,25,0.0,0,0.0,4,669,0,0,24,17,2,46,55,1016,24,162,15,1
3,0.0,0.0,13,341,20,0.0,0,0.0,4,911,2,0,20,15,9,62,55,1017,20,151,13,0
2,0.0,0.0,13,9343,17,0.0,0,0.0,4,926,3,0,17,18,52,79,55,1017,17,147,14,0
2,0.0,0.0,15,536,26,0.0,0,0.0,4,926,3,0,25,4,22,54,41,1017,25,188,3,0
10,36.0,12.0,8,178,11,1436.0,53,5.0,3,528,1,16,11,18,98,75,100,1020,12,293,11,0
2,39.0,33.0,13,4677,16,387.0,53,5.0,3,528,1,7,16,9,14,83,14,1020,15,92,5,1
2,0.0,0.0,16,945,19,0.0,0,0.0,3,926,3,0,19,25,0,81,34,1019,19,122,13,1
17,41.0,32.0,4,247,9,1286.0,21,0.0,3,123,0,17,9,28,22,63,0,1014,11,319,18,0
10,36.0,12.0,-2,34,5,351.0,53,5.0,4,528,1,20,5,37,0,51,55,1020,8,19,20,0
2,0.0,0.0,16,2604,25,0.0,0,0.0,4,926,3,0,24,19,3,62,26,1018,24,189,15,1
2,0.0,0.0,16,2006,21,0.0,0,0.0,4,926,3,0,21,24,0,74,34,1019,21,128,13,0
3,22.0,40.0,7,2441,9,539.0,40,9.0,3,894,4,14,9,30,85,75,91,1005,11,294,24,1
21,41.0,32.0,13,227,22,608.0,30,8.0,4,894,4,11,22,17,26,60,0,1013,22,31,13,0
14,26.0,6.0,9,2636,12,13.0,36,11.0,1,1171,6,4,12,20,7,76,39,1015,13,284,11,1
6,18.0,41.0,5,78,4,922.0,21,0.0,3,123,0,22,4,31,22,84,100,1016,7,261,18,1
0,0.0,0.0,17,6184,19,0.0,0,0.0,3,926,3,0,19,12,80,88,48,1015,19,168,8,0
26,40.0,16.0,11,2612,26,151.0,36,11.0,2,1171,6,9,26,11,21,38,54,1011,26,350,8,1
2,0.0,0.0,9,9172,28,0.0,0,0.0,4,926,3,0,29,19,0,29,19,1018,29,178,13,1
14,34.0,10.0,5,5633,4,27.0,2,2.0,4,123,0,5,4,27,19,84,100,1016,7,332,17,1
2,0.0,0.0,12,189,21,0.0,0,0.0,3,926,3,0,21,17,3,56,12,1022,21,9,10,1
26,40.0,16.0,6,50,12,185.0,36,11.0,5,1171,6,11,12,23,10,60,43,1011,14,287,18,0
2,39.0,33.0,8,443,10,102.0,18,3.0,3,528,1,10,10,15,31,77,76,1012,11,272,11,1
2,0.0,0.0,12,13012,25,0.0,0,0.0,4,926,3,0,24,25,0,49,55,1016,24,155,18,1
6,32.0,29.0,8,94,16,1403.0,53,5.0,4,528,1,15,16,9,8,59,58,1017,16,37,6,1
6,17.0,11.0,10,1068,12,315.0,21,0.0,1,123,0,8,12,26,98,81,100,1015,14,185,20,1
15,13.0,35.0,5,129,7,97.0,40,9.0,1,894,4,22,7,11,19,85,14,1024,7,318,6,1
23,23.0,27.0,11,408,25,647.0,36,11.0,1,1171,6,15,25,23,0,42,12,1020,25,11,11,1
0,15.0,13.0,8,71,14,592.0,36,11.0,1,1171,6,14,14,7,59,72,61,1031,13,212,5,1
3,0.0,0.0,17,7200,20,0.0,0,0.0,4,911,2,0,20,19,5,83,26,1019,20,193,12,1
9,34.0,10.0,13,507,19,434.0,40,9.0,1,894,4,16,19,18,16,66,72,1013,19,189,13,1
1,0.0,0.0,12,271,24,0.0,0,0.0,4,907,1,0,23,16,4,50,12,1022,23,7,10,1
2,0.0,0.0,12,127,21,0.0,0,0.0,4,926,3,0,21,17,3,56,12,1022,21,9,10,1
2,0.0,0.0,14,4005,31,0.0,0,0.0,3,926,3,0,31,2,4,36,12,1020,30,128,2,1
2,0.0,0.0,13,3947,19,0.0,0,0.0,4,926,3,0,19,14,2,64,12,1021,19,20,7,1
15,36.0,12.0,10,254,13,52.0,30,8.0,1,894,4,6,13,3,79,83,25,1017,13,3,2,1
15,36.0,12.0,4,953,3,10.0,40,9.0,4,894,4,4,3,21,14,89,10,1022,6,264,12,0
1,0.0,0.0,11,1821,27,0.0,0,0.0,4,907,1,0,28,21,1,34,12,1019,28,151,11,1
3,0.0,0.0,13,5142,19,0.0,0,0.0,3,669,0,0,19,14,2,64,12,1021,19,20,7,0
3,0.0,0.0,17,4271,20,0.0,0,0.0,3,669,0,0,20,19,5,83,26,1019,20,193,12,1
3,0.0,0.0,16,6293,26,0.0,0,0.0,4,911,2,0,24,23,2,59,34,1019,24,157,15,1
9,29.0,24.0,1,1238,9,150.0,36,11.0,1,1171,6,12,9,16,8,50,47,1029,11,5,13,0
2,0.0,0.0,13,3886,19,0.0,0,0.0,3,926,3,0,19,25,0,68,55,1018,19,138,15,1
3,0.0,0.0,11,815,19,0.0,0,0.0,4,911,2,0,19,18,3,62,12,1022,19,11,9,1
0,0.0,0.0,17,1818,24,0.0,0,0.0,3,926,3,0,23,15,49,69,48,1014,23,187,12,1
2,0.0,0.0,18,11147,19,0.0,0,0.0,3,926,3,0,19,22,68,90,26,1020,19,190,14,1
6,8.0,39.0,12,39600,12,57.0,2,2.0,3,123,0,7,12,30,100,90,93,1005,14,204,22,0
6,37.0,2.0,8,131,25,1719.0,17,4.0,4,528,1,13,24,8,6,36,50,1009,24,194,7,1
3,0.0,0.0,12,5469,19,0.0,0,0.0,3,669,0,0,19,16,3,63,12,1021,19,16,8,1
24,13.0,35.0,4,508,4,715.0,53,5.0,3,528,1,19,4,37,50,77,18,1018,7,241,23,0
1,0.0,0.0,12,10,25,0.0,0,0.0,4,907,1,0,24,17,2,46,55,1016,24,162,15,0
8,22.0,40.0,14,1535,16,835.0,21,0.0,4,123,0,0,16,10,24,91,8,1016,15,192,6,0
15,36.0,12.0,13,1705,29,437.0,40,9.0,4,894,4,11,30,23,4,34,20,1004,30,229,13,0
3,0.0,0.0,15,3652,22,0.0,0,0.0,4,911,2,0,22,4,0,64,26,1019,20,219,3,1
2,0.0,0.0,11,3382,22,0.0,0,0.0,4,926,3,0,22,18,0,52,12,1021,21,116,9,1
0,0.0,0.0,17,195,24,0.0,0,0.0,3,926,3,0,23,15,49,69,48,1014,23,187,12,0
15,13.0,35.0,6,11150,9,58.0,40,9.0,1,894,4,0,9,23,88,75,3,1028,11,203,16,1
0,0.0,0.0,15,36,27,0.0,0,0.0,4,926,3,0,26,19,6,51,41,1013,26,186,14,0
28,13.0,35.0,7,5363,13,10.0,2,2.0,4,123,0,4,13,19,12,64,61,1026,14,18,10,0
0,14.0,14.0,-2,6,8,580.0,36,11.0,1,1171,6,11,8,24,0,43,55,1024,10,7,18,0
15,36.0,12.0,12,112,22,1068.0,30,8.0,4,894,4,12,22,11,0,54,48,1021,22,202,10,1
3,0.0,0.0,17,419,25,0.0,0,0.0,4,911,2,0,24,17,31,65,34,1020,24,169,13,0
6,31.0,34.0,9,7727,21,1892.0,1,1.0,4,123,0,11,21,14,20,48,39,1016,21,225,12,1
3,0.0,0.0,15,172,25,0.0,0,0.0,4,911,2,0,24,1,27,56,41,1018,24,183,1,0
3,22.0,40.0,9,1213,14,643.0,40,9.0,1,894,4,11,14,13,92,71,41,1020,14,249,9,1
14,26.0,6.0,9,79,10,87.0,36,11.0,1,1171,6,20,10,15,33,88,72,1022,10,142,8,0
6,17.0,11.0,10,25549,16,60.0,1,1.0,1,123,0,0,16,23,0,68,4,1022,16,24,11,1
18,22.0,40.0,10,6,14,404.0,53,5.0,4,528,1,7,14,15,29,75,85,1013,15,155,12,0
3,0.0,0.0,16,3306,26,0.0,0,0.0,3,669,0,0,24,19,22,61,34,1020,24,169,14,1
1,0.0,0.0,15,113,19,0.0,0,0.0,4,907,1,0,19,22,74,81,48,1016,19,174,15,1
2,0.0,0.0,12,6528,21,0.0,0,0.0,4,926,3,0,21,17,3,56,12,1022,21,9,10,0
0,0.0,0.0,18,73,19,0.0,0,0.0,3,926,3,0,19,22,97,93,26,1021,19,187,15,0
1,0.0,0.0,10,1106,26,0.0,0,0.0,4,907,1,0,25,20,0,41,19,1019,25,169,11,0
0,0.0,0.0,12,8288,25,0.0,0,0.0,3,926,3,0,25,26,0,45,55,1016,25,159,20,0
0,0.0,0.0,16,266,25,0.0,0,0.0,3,926,3,0,23,23,1,63,34,1019,23,145,14,1
3,0.0,0.0,16,223,25,0.0,0,0.0,4,911,2,0,23,22,48,66,48,1014,23,184,18,0
15,36.0,12.0,5,282,5,199.0,30,8.0,1,894,4,7,5,22,54,87,54,1026,7,261,13,1
12,28.0,28.0,11,408,18,983.0,23,13.0,5,1285,7,12,18,12,36,64,32,1012,18,182,10,0
3,0.0,0.0,17,178,25,0.0,0,0.0,4,669,0,0,24,16,34,64,48,1014,24,190,14,0
28,13.0,35.0,13,9,16,844.0,1,1.0,3,123,0,21,16,15,27,82,100,1007,16,199,10,0
20,25.0,2.0,6,521,9,564.0,23,13.0,2,1285,7,14,9,21,50,68,29,1006,11,326,15,1
0,0.0,0.0,15,2226,26,0.0,0,0.0,3,926,3,0,25,18,3,55,26,1018,25,190,15,1
2,0.0,0.0,15,1621,26,0.0,0,0.0,3,926,3,0,25,18,6,56,41,1013,25,197,12,0
0,0.0,0.0,15,3768,25,0.0,0,0.0,4,926,3,0,23,18,5,61,41,1014,23,208,11,1
2,0.0,0.0,10,7200,26,0.0,0,0.0,3,926,3,0,27,22,0,35,19,1018,27,174,13,0
6,9.0,26.0,10,360,14,65.0,11,16.0,5,1398,10,16,14,22,85,73,0,1019,15,336,14,1
2,0.0,0.0,15,321,25,0.0,0,0.0,4,926,3,0,23,18,5,61,41,1014,23,208,11,1
3,0.0,0.0,12,1831,25,0.0,0,0.0,4,911,2,0,24,20,1,46,55,1016,24,161,16,1
1,0.0,0.0,16,436,20,0.0,0,0.0,4,907,1,0,20,12,79,83,48,1015,20,175,9,1
